S.No,"Je suis un (e)","le revenue de votre famille","Vous disposez (plusieurs réponses possible)","vous êtes ","Etes vous motorisé?","combien de voitures disposez vous dans votre famille",Created at,Updated at,User id
6368d12a715f58002ac4f8f5,"Homme ","entre 650 et 1200 dtn par mois ","une machine a laver semi automatique ","propiétaire ","false ","aucune ",Mon Nov 07 2022 10:34:34 GMT+0100 (Central European Standard Time),Mon Nov 07 2022 10:35:11 GMT+0100 (Central European Standard Time),6368ce60cb720d002aa84097
63767135697350001f77ef19,"Homme ","entre 1800 et 3000 dtn par mois ","un climatiseur ","locataire ","false ","aucune ",Thu Nov 17 2022 18:36:53 GMT+0100 (Central European Standard Time),Thu Nov 17 2022 18:37:42 GMT+0100 (Central European Standard Time),637634ab032fdd001f79ef5f
639b2a7ab8997e002a3bb708,"Homme ","inferieur à 400 dtn par mois ","aucun ","propiétaire ","false ","aucune ",Thu Dec 15 2022 15:08:58 GMT+0100 (Central European Standard Time),Thu Dec 15 2022 15:09:54 GMT+0100 (Central European Standard Time),639b2928a7cb0d002ae9a63d
637a08a9b237d7001ff09e76,"Femme ","entre 1800 et 3000 dtn par mois ","une machine a laver semi automatique ","propiétaire ","false ","1 ",Sun Nov 20 2022 11:59:53 GMT+0100 (Central European Standard Time),Sun Nov 20 2022 12:00:36 GMT+0100 (Central European Standard Time),62c7f3633317a60029602db8
63a7a01189ea73002af3ca07,"Femme ","plus der 5000 dtn par mois ","une machine a laver automatique ","propiétaire ","false ","1 ",Sun Dec 25 2022 01:57:53 GMT+0100 (Central European Standard Time),Sun Dec 25 2022 01:58:08 GMT+0100 (Central European Standard Time),63a79f41fdaea7002ab3ac09
6376b87671d642001fd6998f,"Homme ","inferieur à 400 dtn par mois ","un climatiseur ","locataire ","false ","aucune ",Thu Nov 17 2022 23:40:54 GMT+0100 (Central European Standard Time),Thu Nov 17 2022 23:42:08 GMT+0100 (Central European Standard Time),6376328d0ca7fa001f825012
63593e1ace044a002b6dc18d,"Homme ","inferieur à 400 dtn par mois ","aucun ","locataire ","false ","aucune ",Wed Oct 26 2022 15:03:06 GMT+0100 (Central European Standard Time),Wed Oct 26 2022 15:04:20 GMT+0100 (Central European Standard Time),6234b3b1894639002ae27ddc
63693a113e3f42002be00f51,"Femme ","entre 3000 et 5000 dtn par mois ","une machine a laver automatique ","propiétaire ","true ","1 ",Mon Nov 07 2022 18:02:09 GMT+0100 (Central European Standard Time),Mon Nov 07 2022 18:02:31 GMT+0100 (Central European Standard Time),636938d4cb720d002aabb6a4
634ce2d4051a14002a6b0377,"Homme ","inferieur à 400 dtn par mois ","une machine a laver semi automatique ",-,"false ",-,Mon Oct 17 2022 06:06:28 GMT+0100 (Central European Standard Time),Mon Oct 17 2022 06:07:39 GMT+0100 (Central European Standard Time),620fc1a1a2acb3001faea9b0
637a1a01b237d7001ff110f1,"Homme ","plus der 5000 dtn par mois ","une machine a laver automatique ","propiétaire ","true ","2 ",Sun Nov 20 2022 13:13:53 GMT+0100 (Central European Standard Time),Sun Nov 20 2022 13:14:36 GMT+0100 (Central European Standard Time),620cb0eba22e64002b4159dc
634f0437eec4a5002a60f435,"Femme ","entre 400 et 650 dtn par mois ","aucun ","propiétaire ","true ","aucune ",Tue Oct 18 2022 20:53:27 GMT+0100 (Central European Standard Time),Tue Oct 18 2022 20:54:14 GMT+0100 (Central European Standard Time),62cb39fc3317a600296310c9
63a817b2e86d04002a1a7ad9,"Homme ","plus der 5000 dtn par mois ","aucun ","locataire ","false ","1 ",Sun Dec 25 2022 10:28:18 GMT+0100 (Central European Standard Time),Sun Dec 25 2022 10:28:56 GMT+0100 (Central European Standard Time),63a815a3a7c600002a853033
6357a1d3989a4b002a573076,"Homme ","entre 1200 et 1800 dtn par mois ","une machine a laver automatique ","propiétaire ","true ","1 ",Tue Oct 25 2022 09:44:03 GMT+0100 (Central European Standard Time),Tue Oct 25 2022 09:44:53 GMT+0100 (Central European Standard Time),6320c2781b789a002bd69fd6
6356f19cf34bf0002aca0c98,"Homme ","entre 1800 et 3000 dtn par mois ","une machine a laver automatique ","locataire ","true ","1 ",Mon Oct 24 2022 21:12:12 GMT+0100 (Central European Standard Time),Mon Oct 24 2022 21:14:09 GMT+0100 (Central European Standard Time),62c1fb9f320843002adbcdde
6357ce60989a4b002a595399,"Homme ","plus der 5000 dtn par mois ","une machine a laver automatique ","propiétaire ","true ","aucune ",Tue Oct 25 2022 12:54:08 GMT+0100 (Central European Standard Time),Tue Oct 25 2022 12:54:26 GMT+0100 (Central European Standard Time),6267f951cb2dac0020b0e378
635c3eb7d35bcd002adc7690,"Femme ","entre 1000 et 1800 dtn par mois ","une machine a laver automatique ","locataire ","false ","aucune ",Fri Oct 28 2022 21:42:31 GMT+0100 (Central European Standard Time),Fri Oct 28 2022 21:42:48 GMT+0100 (Central European Standard Time),635964205c940d002abe2b7b
634db824eec4a5002a5750b8,"Femme ","inferieur à 400 dtn par mois ","une machine a laver automatique ","locataire ","false ","aucune ",Mon Oct 17 2022 21:16:36 GMT+0100 (Central European Standard Time),Mon Oct 17 2022 21:17:59 GMT+0100 (Central European Standard Time),632eef265dda7a002b81389e
635a7831d0ef2f002a3e03c5,"Homme ","entre 3000 et 5000 dtn par mois ","un climatiseur ","locataire ","false ","aucune ",Thu Oct 27 2022 13:23:13 GMT+0100 (Central European Standard Time),Thu Oct 27 2022 13:24:42 GMT+0100 (Central European Standard Time),620e4e086529b3002a1ad6eb
636a12853e3f42002be5a811,"Homme ","inferieur à 400 dtn par mois ","une machine a laver automatique ","propiétaire ","false ","aucune ",Tue Nov 08 2022 09:25:41 GMT+0100 (Central European Standard Time),Tue Nov 08 2022 09:26:20 GMT+0100 (Central European Standard Time),6366ae53966fa6002aa7748b
63a6b2c3fdaea7002ab05678,"Femme ","plus der 5000 dtn par mois ","une machine a laver automatique ","propiétaire ","false ","aucune ",Sat Dec 24 2022 09:05:23 GMT+0100 (Central European Standard Time),Sat Dec 24 2022 09:05:50 GMT+0100 (Central European Standard Time),63a6b1a8e86d04002a166936
63ad408c89ea73002a08bbb5,"Homme ","entre 400 et 650 dtn par mois ","un sèche linge ","propiétaire ","false ","aucune ",Thu Dec 29 2022 08:23:56 GMT+0100 (Central European Standard Time),Thu Dec 29 2022 08:24:21 GMT+0100 (Central European Standard Time),63ab476abf55ec002a12c1a7
6356a98dab52da002a92e5de,"Homme ","plus der 5000 dtn par mois ","un climatiseur ","locataire ","false ","aucune ",Mon Oct 24 2022 16:04:45 GMT+0100 (Central European Standard Time),Mon Oct 24 2022 16:05:47 GMT+0100 (Central European Standard Time),634c41b1051a14002a67351a
6363bceb715f58002a961f73,"Homme ","entre 1000 et 1800 dtn par mois ","un congélateur hors celui du réfrigérateur ","propiétaire ","false ","1 ",Thu Nov 03 2022 14:06:51 GMT+0100 (Central European Standard Time),Thu Nov 03 2022 14:08:27 GMT+0100 (Central European Standard Time),6209b6faf75cbe001f0bfc4e
634d0324df5acd002af5625e,"Femme ",-,-,-,"false ",-,Mon Oct 17 2022 08:24:20 GMT+0100 (Central European Standard Time),Mon Oct 17 2022 08:24:26 GMT+0100 (Central European Standard Time),630b2e404146ff001e1dbc1e
6380b968fe8333001f01647d,"Femme ","plus der 5000 dtn par mois ","une machine a laver automatique ","propiétaire ","true ","2 ",Fri Nov 25 2022 13:47:36 GMT+0100 (Central European Standard Time),Fri Nov 25 2022 13:47:56 GMT+0100 (Central European Standard Time),62064cb5cbad6e0020e1943b
637ff5ba4bad50001f9bdd4d,"Homme ","entre 3000 et 5000 dtn par mois ","un lave vaisselle ","locataire ","false ","plus que 2 ",Thu Nov 24 2022 23:52:42 GMT+0100 (Central European Standard Time),Thu Nov 24 2022 23:53:00 GMT+0100 (Central European Standard Time),637ff3f31a34f6001f65f68f
635accc149e87d002af021cc,"Homme ","entre 400 et 650 dtn par mois ","une machine a laver automatique ","propiétaire ","false ","aucune ",Thu Oct 27 2022 19:24:01 GMT+0100 (Central European Standard Time),Thu Oct 27 2022 19:24:29 GMT+0100 (Central European Standard Time),621a83a1bdc1d6001ee12684
634d688f195edb002ace99f3,"Homme ","plus der 5000 dtn par mois ","une machine a laver automatique ","propiétaire ","false ","1 ",Mon Oct 17 2022 15:37:03 GMT+0100 (Central European Standard Time),Mon Oct 17 2022 15:37:15 GMT+0100 (Central European Standard Time),633c504ba2a5620029db034d
635ad4ca1d55c9002a3c1491,"Homme ","entre 400 et 650 dtn par mois ","un lave vaisselle ","propiétaire ","true ","1 ",Thu Oct 27 2022 19:58:18 GMT+0100 (Central European Standard Time),Thu Oct 27 2022 19:58:58 GMT+0100 (Central European Standard Time),62b3800abee20c001fa77114
634d5187d2e2ca002b452530,"Femme ","plus der 5000 dtn par mois ",-,-,"false ",-,Mon Oct 17 2022 13:58:47 GMT+0100 (Central European Standard Time),Mon Oct 17 2022 13:58:57 GMT+0100 (Central European Standard Time),621a68febdc1d6001ee114a7
634d8bbfeec4a5002a5534fa,"Femme ","plus der 5000 dtn par mois ","une machine a laver automatique ","propiétaire ","true ","aucune ",Mon Oct 17 2022 18:07:11 GMT+0100 (Central European Standard Time),Mon Oct 17 2022 18:07:24 GMT+0100 (Central European Standard Time),62082bd3e1cc4f002abf8022
634f0d7eeec4a5002a614683,"Homme ","entre 3000 et 5000 dtn par mois ","une machine a laver semi automatique ","locataire ","true ","1 ",Tue Oct 18 2022 21:33:02 GMT+0100 (Central European Standard Time),Tue Oct 18 2022 21:33:38 GMT+0100 (Central European Standard Time),62128ade4413240020f3090b
63600e5acb720d002a591495,"Homme ","inferieur à 400 dtn par mois ","un lave vaisselle ","locataire ","false ","aucune ",Mon Oct 31 2022 19:05:14 GMT+0100 (Central European Standard Time),Mon Oct 31 2022 19:06:07 GMT+0100 (Central European Standard Time),6211316dbdc1d6001edcf62f
634ffcf26d6572002a337a2c,"Femme ",-,-,-,"false ",-,Wed Oct 19 2022 14:34:42 GMT+0100 (Central European Standard Time),Wed Oct 19 2022 14:34:57 GMT+0100 (Central European Standard Time),6322ca7abaec25002b15ed3d
6350509d96b5a9002a5cd5c2,"Homme ","entre 650 et 1200 dtn par mois ","un sèche linge ","locataire ","true ","plus que 2 ",Wed Oct 19 2022 20:31:41 GMT+0100 (Central European Standard Time),Wed Oct 19 2022 20:40:34 GMT+0100 (Central European Standard Time),624ca45b58da3b001e906451
634f026896b5a9002a52798d,"Homme ","entre 650 et 1200 dtn par mois ","une machine a laver automatique ","propiétaire ","false ","aucune ",Tue Oct 18 2022 20:45:44 GMT+0100 (Central European Standard Time),Tue Oct 18 2022 20:46:41 GMT+0100 (Central European Standard Time),6234d7d8894639002ae2962c
63503d22feb171002bf0b81f,"Femme ","plus der 5000 dtn par mois ","une machine a laver automatique ","propiétaire ","false ","aucune ",Wed Oct 19 2022 19:08:34 GMT+0100 (Central European Standard Time),Wed Oct 19 2022 19:08:54 GMT+0100 (Central European Standard Time),634feb70740817002a61d2d9
634e491a195edb002ad4db02,"Homme ","entre 650 et 1200 dtn par mois ","une machine a laver semi automatique ","propiétaire ","true ","1 ",Tue Oct 18 2022 07:35:06 GMT+0100 (Central European Standard Time),Tue Oct 18 2022 07:36:01 GMT+0100 (Central European Standard Time),623b4986584c64001f49acb9
634ec4d996b5a9002a503482,"Homme ","entre 3000 et 5000 dtn par mois ","un lave vaisselle ","locataire ","false ","2 ",Tue Oct 18 2022 16:23:05 GMT+0100 (Central European Standard Time),Tue Oct 18 2022 16:23:37 GMT+0100 (Central European Standard Time),622f2b1deeb5ca0020ea9d84
635b6eeaca05e3002a7149e7,"Homme ","plus der 5000 dtn par mois ","aucun ","propiétaire ","true ","aucune ",Fri Oct 28 2022 06:55:54 GMT+0100 (Central European Standard Time),Fri Oct 28 2022 06:56:43 GMT+0100 (Central European Standard Time),620ab26469ce2d0020d39361
63a046f470c7bf002a8b7254,"Homme ","inferieur à 400 dtn par mois ","aucun ","locataire ","false ","plus que 2 ",Mon Dec 19 2022 12:11:48 GMT+0100 (Central European Standard Time),Mon Dec 19 2022 12:12:15 GMT+0100 (Central European Standard Time),63a04404a33426002b3359ef
635b20ef764b4b002adb1ca6,"Femme ","plus der 5000 dtn par mois ","une machine a laver automatique ","propiétaire ","false ","aucune ",Fri Oct 28 2022 01:23:11 GMT+0100 (Central European Standard Time),Fri Oct 28 2022 01:23:39 GMT+0100 (Central European Standard Time),6235c2fec64084002a00ccc5
63a1c214980216001f042077,"Femme ","plus der 5000 dtn par mois ","une machine a laver automatique ","propiétaire ","false ","aucune ",Tue Dec 20 2022 15:09:24 GMT+0100 (Central European Standard Time),Tue Dec 20 2022 15:09:43 GMT+0100 (Central European Standard Time),63a1c0f3de542a001ec36bf7
634d1685c1caa5002b968f70,"Homme ","entre 400 et 650 dtn par mois ","un sèche linge ","locataire ","false ","1 ",Mon Oct 17 2022 09:47:01 GMT+0100 (Central European Standard Time),Mon Oct 17 2022 09:48:10 GMT+0100 (Central European Standard Time),63021e4d7a312c0020bcc37c
635e7bfc715f58002a64e967,"Homme ","inferieur à 400 dtn par mois ","aucun ","locataire ","true ","aucune ",Sun Oct 30 2022 14:28:28 GMT+0100 (Central European Standard Time),Sun Oct 30 2022 14:29:56 GMT+0100 (Central European Standard Time),635e54213e3f42002b7a88a7
634c9e47585260002a69d478,"Femme ",-,"une machine a laver automatique ","locataire ","true ","aucune ",Mon Oct 17 2022 01:13:59 GMT+0100 (Central European Standard Time),Mon Oct 17 2022 01:14:11 GMT+0100 (Central European Standard Time),62cadab8eb9cc7002a0ab9e1
63a8b5278ccceb002a2af0e0,"Femme ","entre 3000 et 5000 dtn par mois ","une machine a laver semi automatique ","locataire ","true ","1 ",Sun Dec 25 2022 21:40:07 GMT+0100 (Central European Standard Time),Sun Dec 25 2022 21:40:20 GMT+0100 (Central European Standard Time),63a8b420ea1683002bb71105
63a46ec1a7c600002a799ea0,"Femme ","plus der 5000 dtn par mois ","une machine a laver automatique ","propiétaire ","true ","plus que 2 ",Thu Dec 22 2022 15:50:41 GMT+0100 (Central European Standard Time),Thu Dec 22 2022 15:50:57 GMT+0100 (Central European Standard Time),63a46d46bf55ec002afa9388
634ecb29fd637f0029b11cd5,"Homme ","entre 1800 et 3000 dtn par mois ","un lave vaisselle ","propiétaire ","true ","2 ",Tue Oct 18 2022 16:50:01 GMT+0100 (Central European Standard Time),Tue Oct 18 2022 16:50:18 GMT+0100 (Central European Standard Time),62346918894639002ae2556c
638283c929651e001fe13d5a,"Homme ","entre 1000 et 1800 dtn par mois ","un climatiseur ","propiétaire ","true ","1 ",Sat Nov 26 2022 22:23:21 GMT+0100 (Central European Standard Time),Sat Nov 26 2022 22:25:01 GMT+0100 (Central European Standard Time),620d4e3aa22e64002b41b38c
635ee8c39ccf6f002b12a71f,"Homme ","entre 1000 et 1800 dtn par mois ","aucun ","locataire ","false ","aucune ",Sun Oct 30 2022 22:12:35 GMT+0100 (Central European Standard Time),Sun Oct 30 2022 22:13:18 GMT+0100 (Central European Standard Time),620580c7b8dde6001f5607d5
63ac3f888ccceb002a38a522,"Femme ","plus der 5000 dtn par mois ","une machine a laver automatique ","propiétaire ","false ","aucune ",Wed Dec 28 2022 14:07:20 GMT+0100 (Central European Standard Time),Wed Dec 28 2022 14:07:47 GMT+0100 (Central European Standard Time),63ac3de6fdaea7002ac470af
63737e8a6b7658002abed785,"Femme ","entre 1000 et 1800 dtn par mois ","un sèche linge ","propiétaire ","false ","1 ",Tue Nov 15 2022 12:56:58 GMT+0100 (Central European Standard Time),Tue Nov 15 2022 12:57:21 GMT+0100 (Central European Standard Time),63737c6dcc04ac002a4248a6
63ab2abfa7c600002a90e096,"Homme ","plus der 5000 dtn par mois ","une machine a laver automatique ","locataire ","false ","aucune ",Tue Dec 27 2022 18:26:23 GMT+0100 (Central European Standard Time),Tue Dec 27 2022 18:26:41 GMT+0100 (Central European Standard Time),63ab280dea1683002bc04fa0
635578a7740817002a8c364f,"Homme ","plus der 5000 dtn par mois ","aucun ","locataire ","false ","plus que 2 ",Sun Oct 23 2022 18:23:51 GMT+0100 (Central European Standard Time),Sun Oct 23 2022 18:24:36 GMT+0100 (Central European Standard Time),6355003e117758002a03416a
634e7df4195edb002ad6bf76,"Homme ","entre 400 et 650 dtn par mois ","une machine a laver automatique ","propiétaire ","false ","aucune ",Tue Oct 18 2022 11:20:36 GMT+0100 (Central European Standard Time),Tue Oct 18 2022 11:22:28 GMT+0100 (Central European Standard Time),6331c67503b7b8002ada91cf
6356fe22ab52da002a947383,"Homme ","inferieur à 400 dtn par mois ","un climatiseur ","propiétaire ","false ","1 ",Mon Oct 24 2022 22:05:38 GMT+0100 (Central European Standard Time),Mon Oct 24 2022 22:06:32 GMT+0100 (Central European Standard Time),626c14f81be8ce001f7f8b4d
635477a4feb171002b10fe1a,"Homme ","entre 3000 et 5000 dtn par mois ","un climatiseur ","propiétaire ","true ","1 ",Sun Oct 23 2022 00:07:16 GMT+0100 (Central European Standard Time),Sun Oct 23 2022 00:08:12 GMT+0100 (Central European Standard Time),620654b5807e1a0020353662
63a6d1888ccceb002a24c2bc,"Femme ","entre 3000 et 5000 dtn par mois ","un sèche linge ","locataire ","false ","plus que 2 ",Sat Dec 24 2022 11:16:40 GMT+0100 (Central European Standard Time),Sat Dec 24 2022 11:17:12 GMT+0100 (Central European Standard Time),63a6d044a7c600002a81a0f7
63622eee3e3f42002b9f68aa,"Homme ","entre 1000 et 1800 dtn par mois ","un lave vaisselle ","propiétaire ","true ","aucune ",Wed Nov 02 2022 09:48:46 GMT+0100 (Central European Standard Time),Wed Nov 02 2022 09:49:18 GMT+0100 (Central European Standard Time),620a0241f75cbe001f0c1660
635514b396b5a9002a7f8b9c,"Femme ","entre 3000 et 5000 dtn par mois ","une machine a laver semi automatique ","locataire ","true ","aucune ",Sun Oct 23 2022 11:17:23 GMT+0100 (Central European Standard Time),Sun Oct 23 2022 11:17:36 GMT+0100 (Central European Standard Time),6329a6d35df3f0002be4fe5e
637e11abd2bf800020df0358,"Femme ","inferieur à 400 dtn par mois ","aucun ","locataire ","false ","1 ",Wed Nov 23 2022 13:27:23 GMT+0100 (Central European Standard Time),Wed Nov 23 2022 13:27:44 GMT+0100 (Central European Standard Time),637e102a1a34f6001f5db2fe
6373d7494c0459002a12c0a3,"Femme ","plus der 5000 dtn par mois ","une machine a laver automatique ","propiétaire ","true ","aucune ",Tue Nov 15 2022 19:15:37 GMT+0100 (Central European Standard Time),Tue Nov 15 2022 19:16:11 GMT+0100 (Central European Standard Time),630f352782c40d00201a10b9
6379d9a58a88b8001fb7956f,"Femme ","entre 1800 et 3000 dtn par mois ","une machine a laver automatique ","propiétaire ","true ","1 ",Sun Nov 20 2022 08:39:17 GMT+0100 (Central European Standard Time),Sun Nov 20 2022 08:40:10 GMT+0100 (Central European Standard Time),6330b824098e2a002b2cf3b1
63a45ed0d3648d002af1e8e3,"Homme ","inferieur à 400 dtn par mois ","aucun ","propiétaire ","false ","aucune ",Thu Dec 22 2022 14:42:40 GMT+0100 (Central European Standard Time),Fri Dec 23 2022 13:55:55 GMT+0100 (Central European Standard Time),63a45d28fdaea7002aa85911
