S.No,"Je suis un (e)","le revenue de votre famille","Vous disposez (plusieurs réponses possible)","vous êtes ","Etes vous motorisé?","combien de voitures disposez vous dans votre famille",Created at,Updated at,User id
6397a94ea33426002bfe548a,"Homme ","plus der 5000 dtn par mois ","une machine a laver automatique ","propiétaire ","true ","plus que 2 ",Mon Dec 12 2022 23:21:02 GMT+0100 (Central European Standard Time),Mon Dec 12 2022 23:21:23 GMT+0100 (Central European Standard Time),63974a7957b1d9002ab5d453
636570af3e3f42002bbf5805,"Homme ","inferieur à 400 dtn par mois ","aucun ","propiétaire ","false ","aucune ",Fri Nov 04 2022 21:06:07 GMT+0100 (Central European Standard Time),Fri Nov 04 2022 21:08:14 GMT+0100 (Central European Standard Time),621a3a67bdc1d6001ee0f3de
635cf28c7c3fb6002b2a7aad,"Femme ","plus der 5000 dtn par mois ","un lave vaisselle ","locataire ","false ","2 ",Sat Oct 29 2022 10:29:48 GMT+0100 (Central European Standard Time),Sat Oct 29 2022 10:30:18 GMT+0100 (Central European Standard Time),626da868360d8c001f2e4305
6381e3938f07ee001fa21f20,"Femme ","inferieur à 400 dtn par mois ","aucun ","propiétaire ","false ","aucune ",Sat Nov 26 2022 10:59:47 GMT+0100 (Central European Standard Time),Sat Nov 26 2022 11:01:23 GMT+0100 (Central European Standard Time),637ff49d1a34f6001f65f9e0
639e3abad96a27002a70d5fa,"Homme ","plus der 5000 dtn par mois ","une machine a laver semi automatique ","locataire ","false ","aucune ",Sat Dec 17 2022 22:55:06 GMT+0100 (Central European Standard Time),Sat Dec 17 2022 22:55:23 GMT+0100 (Central European Standard Time),639e38b9b8997e002a50a6c5
63a5b06dfdaea7002aad7632,"Homme ","entre 1800 et 3000 dtn par mois ","un climatiseur ","locataire ","false ","1 ",Fri Dec 23 2022 14:43:09 GMT+0100 (Central European Standard Time),Fri Dec 23 2022 14:43:26 GMT+0100 (Central European Standard Time),63a5af6d89ea73002aed7fac
635452e9195edb002a0421da,"Homme ","entre 1200 et 1800 dtn par mois ","un climatiseur ","propiétaire ","true ","1 ",Sat Oct 22 2022 21:30:33 GMT+0100 (Central European Standard Time),Sat Oct 22 2022 21:31:24 GMT+0100 (Central European Standard Time),62ffc58014c4f6002b6a2afb
635c44977c3fb6002b25a696,"Homme ","entre 3000 et 5000 dtn par mois ","une machine a laver automatique ","propiétaire ","true ","aucune ",Fri Oct 28 2022 22:07:35 GMT+0100 (Central European Standard Time),Fri Oct 28 2022 22:07:45 GMT+0100 (Central European Standard Time),635c3920ce1fa4002af0cc73
63aeebd350605a002aaaa484,"Homme ","plus der 5000 dtn par mois ","une machine a laver automatique ","propiétaire ","false ","aucune ",Fri Dec 30 2022 14:46:59 GMT+0100 (Central European Standard Time),Fri Dec 30 2022 14:47:19 GMT+0100 (Central European Standard Time),63aedcc39e2c3f002aa20639
639e1f38b8997e002a4ff537,"Homme ","entre 3000 et 5000 dtn par mois ","une machine a laver semi automatique ","locataire ","false ","aucune ",Sat Dec 17 2022 20:57:44 GMT+0100 (Central European Standard Time),Sat Dec 17 2022 20:57:55 GMT+0100 (Central European Standard Time),63069530912853002061fcb4
63559b19fd637f0029e54651,"Homme ","entre 400 et 650 dtn par mois ","un climatiseur ","locataire ","false ","aucune ",Sun Oct 23 2022 20:50:49 GMT+0100 (Central European Standard Time),Sun Oct 23 2022 20:53:24 GMT+0100 (Central European Standard Time),62114eb30cd88c0020dbc831
636566c9966fa6002a9a9cfd,"Femme ","plus der 5000 dtn par mois ","un lave vaisselle ","propiétaire ","true ","aucune ",Fri Nov 04 2022 20:23:53 GMT+0100 (Central European Standard Time),Fri Nov 04 2022 20:24:21 GMT+0100 (Central European Standard Time),6320d2b1a70777002b05b565
6383be4a0cc5f6001faad6c2,"Homme ","plus der 5000 dtn par mois ","un climatiseur ","propiétaire ","true ","1 ",Sun Nov 27 2022 20:45:14 GMT+0100 (Central European Standard Time),Sun Nov 27 2022 20:46:17 GMT+0100 (Central European Standard Time),6383bbf71a34f6001f769ecd
634d3a62d2e2ca002b44262b,"Homme ","entre 650 et 1200 dtn par mois ","une machine a laver automatique ","locataire ","false ","1 ",Mon Oct 17 2022 12:20:02 GMT+0100 (Central European Standard Time),Mon Oct 17 2022 12:21:16 GMT+0100 (Central European Standard Time),620964b0f75cbe001f0b8497
63627b523e3f42002ba31768,"Homme ","inferieur à 400 dtn par mois ","un climatiseur ","locataire ","false ","aucune ",Wed Nov 02 2022 15:14:42 GMT+0100 (Central European Standard Time),Wed Nov 02 2022 15:15:04 GMT+0100 (Central European Standard Time),62c2cad7320843002adc5fce
635bc79f1d55c9002a43bb2b,"Femme ","entre 400 et 650 dtn par mois ","aucun ","locataire ","false ","1 ",Fri Oct 28 2022 13:14:23 GMT+0100 (Central European Standard Time),Fri Oct 28 2022 13:15:32 GMT+0100 (Central European Standard Time),6296d1bada298a002a0f9abe
63542ad596b5a9002a79d804,"Homme ","inferieur à 400 dtn par mois ","aucun ","locataire ","false ","aucune ",Sat Oct 22 2022 18:39:33 GMT+0100 (Central European Standard Time),Sat Oct 22 2022 18:40:20 GMT+0100 (Central European Standard Time),63542799117758002afe6056
6352f0bafd637f0029d30485,"Homme ","plus der 5000 dtn par mois ","une machine a laver automatique ","locataire ","false ","1 ",Fri Oct 21 2022 20:19:22 GMT+0100 (Central European Standard Time),Fri Oct 21 2022 20:19:56 GMT+0100 (Central European Standard Time),622102b602b958001f3414cd
6355180596b5a9002a7faeaa,"Homme ","entre 1800 et 3000 dtn par mois ","aucun ","locataire ","true ","aucune ",Sun Oct 23 2022 11:31:33 GMT+0100 (Central European Standard Time),Sun Oct 23 2022 11:31:46 GMT+0100 (Central European Standard Time),6323ffdb64f38e002a1ecadb
63621e873e3f42002b9e6fe1,"Femme ","plus der 5000 dtn par mois ","une machine a laver automatique ","propiétaire ","true ","1 ",Wed Nov 02 2022 08:38:47 GMT+0100 (Central European Standard Time),Wed Nov 02 2022 08:39:12 GMT+0100 (Central European Standard Time),63309df2c5a3b1002a7159f4
63556be7feb171002b1767d0,"Femme ","inferieur à 400 dtn par mois ","aucun ","propiétaire ","true ","aucune ",Sun Oct 23 2022 17:29:27 GMT+0100 (Central European Standard Time),Sun Oct 23 2022 17:30:16 GMT+0100 (Central European Standard Time),6228963faf93ec0020c441a7
635a36be562075002af19935,"Homme ","entre 1000 et 1800 dtn par mois ","un climatiseur ","propiétaire ","true ","aucune ",Thu Oct 27 2022 08:43:58 GMT+0100 (Central European Standard Time),Thu Oct 27 2022 08:44:46 GMT+0100 (Central European Standard Time),626c17c1424b710020894d93
634d2327427992002a5984a4,"Femme ","inferieur à 400 dtn par mois ","un lave vaisselle ","propiétaire ","false ","1 ",Mon Oct 17 2022 10:40:55 GMT+0100 (Central European Standard Time),Mon Oct 17 2022 10:43:09 GMT+0100 (Central European Standard Time),630a01a37a312c0020d94ea0
636a7f9ecb720d002ab4a6d7,"Femme ","entre 3000 et 5000 dtn par mois ","une machine a laver automatique ","locataire ","true ","1 ",Tue Nov 08 2022 17:11:10 GMT+0100 (Central European Standard Time),Tue Nov 08 2022 17:11:23 GMT+0100 (Central European Standard Time),636a7e919ccf6f002b7a9e92
635c4f538cfee1002b165f6a,"Homme ","entre 400 et 650 dtn par mois ","aucun ","propiétaire ","true ","aucune ",Fri Oct 28 2022 22:53:23 GMT+0100 (Central European Standard Time),Fri Oct 28 2022 22:54:08 GMT+0100 (Central European Standard Time),625245a744aeab0020690440
63567d86195edb002a1124b7,"Homme ","inferieur à 400 dtn par mois ","une machine a laver automatique ","locataire ","false ","1 ",Mon Oct 24 2022 12:56:54 GMT+0100 (Central European Standard Time),Mon Oct 24 2022 12:57:18 GMT+0100 (Central European Standard Time),624cc6ee119763001f7f252c
637550843cff79001fd1665d,"Homme ","inferieur à 400 dtn par mois ","aucun ","propiétaire ","false ","aucune ",Wed Nov 16 2022 22:05:08 GMT+0100 (Central European Standard Time),Wed Nov 16 2022 22:05:58 GMT+0100 (Central European Standard Time),623f7cf2af93ec0020cfd764
63826a841a34f6001f70904d,"Homme ","entre 1200 et 1800 dtn par mois ","une machine a laver semi automatique ","locataire ","true ","1 ",Sat Nov 26 2022 20:35:32 GMT+0100 (Central European Standard Time),Sat Nov 26 2022 20:35:53 GMT+0100 (Central European Standard Time),638267fd168860001f4494f0
636e2d103e3f42002b008555,"Homme ","entre 3000 et 5000 dtn par mois ","un climatiseur ","propiétaire ","false ","1 ",Fri Nov 11 2022 12:08:00 GMT+0100 (Central European Standard Time),Fri Nov 11 2022 12:08:17 GMT+0100 (Central European Standard Time),636e08139ccf6f002b90e225
637726976c0e79001f09cf11,"Femme ","entre 1200 et 1800 dtn par mois ","un lave vaisselle ","locataire ","false ","aucune ",Fri Nov 18 2022 07:30:47 GMT+0100 (Central European Standard Time),Fri Nov 18 2022 07:31:31 GMT+0100 (Central European Standard Time),635ef1169ccf6f002b12f591
63af19cc6049cb002ac38556,"Homme ","inferieur à 400 dtn par mois ","un chauffage central ","propiétaire ","false ","aucune ",Fri Dec 30 2022 18:03:08 GMT+0100 (Central European Standard Time),Fri Dec 30 2022 18:04:14 GMT+0100 (Central European Standard Time),63af0bb43654da002b050d7a
63627af0cb720d002a6eca36,"Femme ","entre 3000 et 5000 dtn par mois ","une machine a laver automatique ","propiétaire ","false ","1 ",Wed Nov 02 2022 15:13:04 GMT+0100 (Central European Standard Time),Wed Nov 02 2022 15:14:15 GMT+0100 (Central European Standard Time),636274f3715f58002a8af167
634ed148eec4a5002a5ed306,"Femme ","plus der 5000 dtn par mois ","un lave vaisselle ","locataire ","true ","aucune ",Tue Oct 18 2022 17:16:08 GMT+0100 (Central European Standard Time),Tue Oct 18 2022 17:17:13 GMT+0100 (Central European Standard Time),6340803e1c2eae001ffc7790
637622d2032fdd001f79735a,"Femme ","plus der 5000 dtn par mois ","une machine a laver semi automatique ","locataire ","true ","aucune ",Thu Nov 17 2022 13:02:26 GMT+0100 (Central European Standard Time),Thu Nov 17 2022 13:02:40 GMT+0100 (Central European Standard Time),6307aa957a312c0020d0eac1
63a8bd66e86d04002a1d1d5d,"Homme ","entre 1800 et 3000 dtn par mois ","une machine a laver semi automatique ","locataire ","false ","aucune ",Sun Dec 25 2022 22:15:18 GMT+0100 (Central European Standard Time),Sun Dec 25 2022 22:16:34 GMT+0100 (Central European Standard Time),63a8bc1fea1683002bb73062
63505cd596b5a9002a5d5572,"Femme ","entre 3000 et 5000 dtn par mois ","une machine a laver semi automatique ","locataire ","true ","1 ",Wed Oct 19 2022 21:23:49 GMT+0100 (Central European Standard Time),Wed Oct 19 2022 21:24:04 GMT+0100 (Central European Standard Time),634ee1a6117758002ad571de
637e905ed2bf800020e18ccf,"Homme ","entre 400 et 650 dtn par mois ","aucun ","propiétaire ","false ","1 ",Wed Nov 23 2022 22:27:58 GMT+0100 (Central European Standard Time),Wed Nov 23 2022 22:28:22 GMT+0100 (Central European Standard Time),637e8f884bad50001f9629f2
63543b69117758002aff1f6c,"Femme ","inferieur à 400 dtn par mois ","une machine a laver automatique ","propiétaire ","false ","aucune ",Sat Oct 22 2022 19:50:17 GMT+0100 (Central European Standard Time),Sat Oct 22 2022 19:50:28 GMT+0100 (Central European Standard Time),621fd4f36d818c001e28a312
6351f6a5195edb002af3387b,"Homme ","plus der 5000 dtn par mois ","une machine a laver automatique ","propiétaire ","true ","aucune ",Fri Oct 21 2022 02:32:21 GMT+0100 (Central European Standard Time),Fri Oct 21 2022 02:33:19 GMT+0100 (Central European Standard Time),632a3d617d7f830020f244e5
634d039bd2e2ca002b4207ed,"Homme ","entre 1200 et 1800 dtn par mois ","une machine a laver automatique ","propiétaire ","true ","aucune ",Mon Oct 17 2022 08:26:19 GMT+0100 (Central European Standard Time),Mon Oct 17 2022 08:27:10 GMT+0100 (Central European Standard Time),634c6bb9051a14002a69010d
636a2b01383242002bda32e1,"Femme ","entre 1200 et 1800 dtn par mois ","un climatiseur ","locataire ","true ","1 ",Tue Nov 08 2022 11:10:09 GMT+0100 (Central European Standard Time),Tue Nov 08 2022 11:10:24 GMT+0100 (Central European Standard Time),636a29ff966fa6002ac233e2
63543d7696b5a9002a7a896b,"Femme ","plus der 5000 dtn par mois ","une machine a laver automatique ","propiétaire ","true ","1 ",Sat Oct 22 2022 19:59:02 GMT+0100 (Central European Standard Time),Sat Oct 22 2022 19:59:41 GMT+0100 (Central European Standard Time),62852f3ebe5df9002a6f0cfe
635591d1117758002a085f82,"Homme ","entre 400 et 650 dtn par mois ","aucun ","locataire ","false ","aucune ",Sun Oct 23 2022 20:11:13 GMT+0100 (Central European Standard Time),Sun Oct 23 2022 20:12:48 GMT+0100 (Central European Standard Time),620d6050e563c0002a9eaf54
6398c85457b1d9002abde19b,"Femme ","plus der 5000 dtn par mois ","un lave vaisselle ","locataire ","false ","1 ",Tue Dec 13 2022 19:45:40 GMT+0100 (Central European Standard Time),Tue Dec 13 2022 19:46:06 GMT+0100 (Central European Standard Time),6398c2c1a33426002b039dff
639a5378b8997e002a373231,"Femme ","entre 1800 et 3000 dtn par mois ","une machine a laver automatique ","propiétaire ","true ","plus que 2 ",Wed Dec 14 2022 23:51:36 GMT+0100 (Central European Standard Time),Wed Dec 14 2022 23:52:40 GMT+0100 (Central European Standard Time),639a5075a7cb0d002ae52739
63a08b63a7cb0d002a0a83ab,"Homme ","entre 400 et 650 dtn par mois ","aucun ","locataire ","false ","aucune ",Mon Dec 19 2022 17:03:47 GMT+0100 (Central European Standard Time),Mon Dec 19 2022 17:04:16 GMT+0100 (Central European Standard Time),63a08a4da7cb0d002a0a7b48
634cf67cd34855002afb9d4c,"Homme ","entre 1800 et 3000 dtn par mois ","une machine a laver automatique ","locataire ","false ","1 ",Mon Oct 17 2022 07:30:20 GMT+0100 (Central European Standard Time),Mon Oct 17 2022 07:31:05 GMT+0100 (Central European Standard Time),633c5172a2a5620029db0b8d
634d3e65df5acd002af7b2c1,"Femme ","entre 3000 et 5000 dtn par mois ","un lave vaisselle ","locataire ","false ","2 ",Mon Oct 17 2022 12:37:09 GMT+0100 (Central European Standard Time),Mon Oct 17 2022 12:37:34 GMT+0100 (Central European Standard Time),62d913db78f2ce001e22fc2f
634d426dd2e2ca002b4486cd,"Femme ","plus der 5000 dtn par mois ","une machine a laver automatique ","propiétaire ","true ","aucune ",Mon Oct 17 2022 12:54:21 GMT+0100 (Central European Standard Time),Mon Oct 17 2022 12:54:39 GMT+0100 (Central European Standard Time),6343e3f712f929001f3d011e
6358d62411aace002ad8cabf,"Homme ","entre 3000 et 5000 dtn par mois ","un chauffage central ","propiétaire ","false ","aucune ",Wed Oct 26 2022 07:39:32 GMT+0100 (Central European Standard Time),Wed Oct 26 2022 07:41:04 GMT+0100 (Central European Standard Time),63566879feb171002b1c7d68
636d609c715f58002ae42de2,"Homme ","entre 1200 et 1800 dtn par mois ","aucun ","locataire ","false ","aucune ",Thu Nov 10 2022 21:35:40 GMT+0100 (Central European Standard Time),Thu Nov 10 2022 21:36:40 GMT+0100 (Central European Standard Time),62bdf79f44a27b001f7520ca
63809d8f0cc5f6001f9c2c2f,"Femme ","plus der 5000 dtn par mois ","une machine a laver semi automatique ","propiétaire ","false ","1 ",Fri Nov 25 2022 11:48:47 GMT+0100 (Central European Standard Time),Fri Nov 25 2022 11:48:57 GMT+0100 (Central European Standard Time),63809c7f1a34f6001f67fcb5
634db66d740817002a515d4d,"Femme ","inferieur à 400 dtn par mois ","un sèche linge ","locataire ","false ","aucune ",Mon Oct 17 2022 21:09:17 GMT+0100 (Central European Standard Time),Mon Oct 17 2022 21:09:39 GMT+0100 (Central European Standard Time),629665c439e018002a7a006b
6351cb12117758002aee197f,"Homme ","entre 1800 et 3000 dtn par mois ","un chauffage central ","propiétaire ","true ","aucune ",Thu Oct 20 2022 23:26:26 GMT+0100 (Central European Standard Time),Thu Oct 20 2022 23:27:04 GMT+0100 (Central European Standard Time),62709150efa30e001ef53ceb
638224add2bf800020f01779,"Homme ","inferieur à 400 dtn par mois ","aucun ","propiétaire ","false ","aucune ",Sat Nov 26 2022 15:37:33 GMT+0100 (Central European Standard Time),Sat Nov 26 2022 15:37:51 GMT+0100 (Central European Standard Time),638223b56ece3e001f952576
635f9739966fa6002a62ca67,"Homme ","entre 3000 et 5000 dtn par mois ","une machine a laver semi automatique ","locataire ","true ","2 ",Mon Oct 31 2022 10:36:57 GMT+0100 (Central European Standard Time),Mon Oct 31 2022 10:37:20 GMT+0100 (Central European Standard Time),62a4d801c83e5000204ae60c
63525ac9eec4a5002a7b190a,"Femme ","plus der 5000 dtn par mois ","une machine a laver automatique ","propiétaire ","false ","aucune ",Fri Oct 21 2022 09:39:37 GMT+0100 (Central European Standard Time),Fri Oct 21 2022 09:39:51 GMT+0100 (Central European Standard Time),6352596c117758002af1227a
639c8f2eaa98fa002a3fcf2a,"Femme ","entre 650 et 1200 dtn par mois ","une machine a laver automatique ","propiétaire ","false ","1 ",Fri Dec 16 2022 16:30:54 GMT+0100 (Central European Standard Time),Fri Dec 16 2022 16:32:05 GMT+0100 (Central European Standard Time),639c8db0a7cb0d002af3148e
634d8fd1feb171002bdbdff9,"Homme ","plus der 5000 dtn par mois ","une machine a laver automatique ","propiétaire ","true ","aucune ",Mon Oct 17 2022 18:24:33 GMT+0100 (Central European Standard Time),Mon Oct 17 2022 18:25:16 GMT+0100 (Central European Standard Time),6349523f472127002bba9db4
634da380feb171002bdcd96e,"Femme ",-,"une machine a laver automatique ","propiétaire ","true ","aucune ",Mon Oct 17 2022 19:48:32 GMT+0100 (Central European Standard Time),Mon Oct 17 2022 19:48:45 GMT+0100 (Central European Standard Time),6208d32d031a4600201ee491
6359c53fb5ae96002b9edb72,"Homme ","entre 1000 et 1800 dtn par mois ","aucun ","propiétaire ","false ","aucune ",Thu Oct 27 2022 00:39:43 GMT+0100 (Central European Standard Time),Thu Oct 27 2022 00:40:37 GMT+0100 (Central European Standard Time),6207a2fbcbad6e0020e3afac
6358da7783c557002ae8ba59,"Homme ","entre 650 et 1200 dtn par mois ","un climatiseur ","locataire ","false ","1 ",Wed Oct 26 2022 07:57:59 GMT+0100 (Central European Standard Time),Wed Oct 26 2022 07:59:02 GMT+0100 (Central European Standard Time),6252794699344600206a54fa
634db39696b5a9002a48d5e5,"Homme ","entre 1000 et 1800 dtn par mois ","un climatiseur ","propiétaire ","false ","aucune ",Mon Oct 17 2022 20:57:10 GMT+0100 (Central European Standard Time),Mon Oct 17 2022 20:57:38 GMT+0100 (Central European Standard Time),630a7fed7a312c0020db884d
63596d40fa1dd2002a54f2da,"Homme ","plus der 5000 dtn par mois ","une machine a laver automatique ","propiétaire ","false ","1 ",Wed Oct 26 2022 18:24:16 GMT+0100 (Central European Standard Time),Wed Oct 26 2022 18:24:28 GMT+0100 (Central European Standard Time),63596c15ce044a002b6f5762
63aeebb550605a002aaaa407,"Femme ","plus der 5000 dtn par mois ","une machine a laver automatique ","propiétaire ","false ","aucune ",Fri Dec 30 2022 14:46:29 GMT+0100 (Central European Standard Time),Fri Dec 30 2022 14:46:46 GMT+0100 (Central European Standard Time),63aeea97fa2b8a002a991963
635bf212d35bcd002ad8ada5,"Homme ","plus der 5000 dtn par mois ","une machine a laver automatique ","locataire ","false ","plus que 2 ",Fri Oct 28 2022 16:15:30 GMT+0100 (Central European Standard Time),Fri Oct 28 2022 16:16:13 GMT+0100 (Central European Standard Time),623061adcccc1c001f6e3bb7
63616adc966fa6002a75a9ca,"Homme ","plus der 5000 dtn par mois ","un lave vaisselle ","propiétaire ","false ","1 ",Tue Nov 01 2022 19:52:12 GMT+0100 (Central European Standard Time),Tue Nov 01 2022 19:52:44 GMT+0100 (Central European Standard Time),62b4626f20b51c002072b462
636d0ca9966fa6002ad4bbef,"Femme ","plus der 5000 dtn par mois ","une machine a laver automatique ","propiétaire ","false ","2 ",Thu Nov 10 2022 15:37:29 GMT+0100 (Central European Standard Time),Thu Nov 10 2022 15:38:24 GMT+0100 (Central European Standard Time),62a70d15884e9f001ebb1e7c
63695c3a3e3f42002be1ade7,"Femme ","plus der 5000 dtn par mois ","une machine a laver automatique ","propiétaire ","false ","1 ",Mon Nov 07 2022 20:27:54 GMT+0100 (Central European Standard Time),Mon Nov 07 2022 20:28:15 GMT+0100 (Central European Standard Time),62afc903bee20c001fa59480
63ac68c2bf55ec002a178a3c,"Homme ","entre 650 et 1200 dtn par mois ","un chauffage central ","propiétaire ","false ","aucune ",Wed Dec 28 2022 17:03:14 GMT+0100 (Central European Standard Time),Wed Dec 28 2022 17:04:34 GMT+0100 (Central European Standard Time),63a9ec5dbf55ec002a0d4aca
634e8dabeec4a5002a5cad1f,"Homme ","plus der 5000 dtn par mois ","une machine a laver automatique ","propiétaire ","true ","plus que 2 ",Tue Oct 18 2022 12:27:39 GMT+0100 (Central European Standard Time),Tue Oct 18 2022 12:28:19 GMT+0100 (Central European Standard Time),62fcf46891349c001ff31bb2
634d422c051a14002a6f21ba,"Homme ","entre 1800 et 3000 dtn par mois ","un lave vaisselle ","propiétaire ","false ","aucune ",Mon Oct 17 2022 12:53:16 GMT+0100 (Central European Standard Time),Mon Oct 17 2022 12:53:48 GMT+0100 (Central European Standard Time),62c4256d320843002add8faf
634d1b0ad2e2ca002b42eabd,"Homme ","entre 1800 et 3000 dtn par mois ","une machine a laver automatique ","locataire ","true ","aucune ",Mon Oct 17 2022 10:06:18 GMT+0100 (Central European Standard Time),Mon Oct 17 2022 10:07:02 GMT+0100 (Central European Standard Time),62338279a92c39001fd1d9ea
634dcd506d6572002a2342f2,"Femme ","entre 3000 et 5000 dtn par mois ","un lave vaisselle ","propiétaire ","true ","aucune ",Mon Oct 17 2022 22:46:56 GMT+0100 (Central European Standard Time),Mon Oct 17 2022 22:47:33 GMT+0100 (Central European Standard Time),62eee7045d51f1001f883a6b
6364178d9ccf6f002b432d24,"Homme ","plus der 5000 dtn par mois ","une machine a laver semi automatique ","propiétaire ","true ","aucune ",Thu Nov 03 2022 20:33:33 GMT+0100 (Central European Standard Time),Thu Nov 03 2022 20:33:58 GMT+0100 (Central European Standard Time),636415d3cb720d002a7d6d5b
634d97c5eec4a5002a55d958,"Homme ","entre 3000 et 5000 dtn par mois ","une machine a laver semi automatique ","locataire ","true ","1 ",Mon Oct 17 2022 18:58:29 GMT+0100 (Central European Standard Time),Mon Oct 17 2022 18:58:41 GMT+0100 (Central European Standard Time),6324794fb3fbf3002a41977e
6373bcc06e4427002b7703d2,"Femme ","inferieur à 400 dtn par mois ","une machine a laver automatique ","locataire ","false ","aucune ",Tue Nov 15 2022 17:22:24 GMT+0100 (Central European Standard Time),Tue Nov 15 2022 17:23:03 GMT+0100 (Central European Standard Time),63734615576e51002a536209
63aed1639e2c3f002aa1bc68,"Homme ","plus der 5000 dtn par mois ","une machine a laver automatique ","propiétaire ","true ","2 ",Fri Dec 30 2022 12:54:11 GMT+0100 (Central European Standard Time),Fri Dec 30 2022 12:54:58 GMT+0100 (Central European Standard Time),63aed00cfa2b8a002a9858e4
639c6f9ca33426002b1c9436,"Homme ","entre 650 et 1200 dtn par mois ","une machine a laver semi automatique ","propiétaire ","true ","aucune ",Fri Dec 16 2022 14:16:12 GMT+0100 (Central European Standard Time),Fri Dec 16 2022 14:18:08 GMT+0100 (Central European Standard Time),620ff6574413240020f1d227
6379f7bed0cc24001fe4f3d7,"Femme ","plus der 5000 dtn par mois ","une machine a laver automatique ","propiétaire ","false ","aucune ",Sun Nov 20 2022 10:47:42 GMT+0100 (Central European Standard Time),Sun Nov 20 2022 10:47:56 GMT+0100 (Central European Standard Time),637923df66d3c80020b511ae
639cbec470c7bf002a77579b,"Homme ","entre 1200 et 1800 dtn par mois ","un climatiseur ","locataire ","true ","2 ",Fri Dec 16 2022 19:53:56 GMT+0100 (Central European Standard Time),Fri Dec 16 2022 19:54:26 GMT+0100 (Central European Standard Time),638501b8fe8333001f140954
634d3c23d2e2ca002b443b2b,"Femme ",-,-,-,"false ",-,Mon Oct 17 2022 12:27:31 GMT+0100 (Central European Standard Time),Mon Oct 17 2022 12:27:47 GMT+0100 (Central European Standard Time),6209001df75cbe001f0a863d
63ae2786fa2b8a002a963a2a,"Homme ","plus der 5000 dtn par mois ","une machine a laver automatique ","locataire ","false ","aucune ",Fri Dec 30 2022 00:49:26 GMT+0100 (Central European Standard Time),Fri Dec 30 2022 00:50:00 GMT+0100 (Central European Standard Time),63adf76cfa2b8a002a954f5a
634ebe2cfeb171002be4d402,"Homme ","entre 650 et 1200 dtn par mois ","un climatiseur ","propiétaire ","true ","aucune ",Tue Oct 18 2022 15:54:36 GMT+0100 (Central European Standard Time),Tue Oct 18 2022 15:55:29 GMT+0100 (Central European Standard Time),627026751be8ce001f814322
634d97ebfd637f0029a834a6,"Homme ","plus der 5000 dtn par mois ","une machine a laver automatique ","propiétaire ","true ","1 ",Mon Oct 17 2022 18:59:07 GMT+0100 (Central European Standard Time),Mon Oct 17 2022 18:59:20 GMT+0100 (Central European Standard Time),62307a9ccccc1c001f6e4b06
634d0adcdf5acd002af5ae74,"Homme ","entre 3000 et 5000 dtn par mois ","une machine a laver automatique ","propiétaire ","false ","2 ",Mon Oct 17 2022 08:57:16 GMT+0100 (Central European Standard Time),Mon Oct 17 2022 08:57:42 GMT+0100 (Central European Standard Time),62122174434532001f118f64
634d0d30051a14002a6d0877,"Homme ","plus der 5000 dtn par mois ","aucun ","propiétaire ","false ","1 ",Mon Oct 17 2022 09:07:12 GMT+0100 (Central European Standard Time),Mon Oct 17 2022 09:07:55 GMT+0100 (Central European Standard Time),634cfb01c1caa5002b9572fd
6351d190195edb002af2a205,"Homme ","entre 400 et 650 dtn par mois ","une machine a laver semi automatique ","locataire ","false ","aucune ",Thu Oct 20 2022 23:54:08 GMT+0100 (Central European Standard Time),Thu Oct 20 2022 23:55:54 GMT+0100 (Central European Standard Time),6251a394f17860001fa33173
63727e98369b4f002a17a655,"Femme ","inferieur à 400 dtn par mois ","un sèche linge ","locataire ","false ","1 ",Mon Nov 14 2022 18:44:56 GMT+0100 (Central European Standard Time),Mon Nov 14 2022 18:45:47 GMT+0100 (Central European Standard Time),63727cd6576e51002a50fa3d
6379334acda0b60020701bb1,"Femme ","plus der 5000 dtn par mois ","une machine a laver automatique ","propiétaire ","false ","aucune ",Sat Nov 19 2022 20:49:30 GMT+0100 (Central European Standard Time),Sat Nov 19 2022 20:49:47 GMT+0100 (Central European Standard Time),637931cb9fbec900206957ca
6352620afd637f0029cddd5b,"Homme ","entre 400 et 650 dtn par mois ","une machine a laver semi automatique ","locataire ","true ","aucune ",Fri Oct 21 2022 10:10:34 GMT+0100 (Central European Standard Time),Fri Oct 21 2022 10:11:06 GMT+0100 (Central European Standard Time),632efa333fdbbe001f05fd0a
636007e6715f58002a74fa74,"Homme ","inferieur à 400 dtn par mois ","une machine a laver automatique ","propiétaire ","false ","plus que 2 ",Mon Oct 31 2022 18:37:42 GMT+0100 (Central European Standard Time),Mon Oct 31 2022 18:38:44 GMT+0100 (Central European Standard Time),635ffb27383242002b80190f
6382230e6ece3e001f9521f0,"Femme ","entre 3000 et 5000 dtn par mois ","une machine a laver semi automatique ","propiétaire ","true ","plus que 2 ",Sat Nov 26 2022 15:30:38 GMT+0100 (Central European Standard Time),Sat Nov 26 2022 15:31:23 GMT+0100 (Central European Standard Time),623b56ca02b958001f42e360
6362d204cb720d002a722de5,"Femme ","plus der 5000 dtn par mois ","une machine a laver automatique ","locataire ","false ","2 ",Wed Nov 02 2022 21:24:36 GMT+0100 (Central European Standard Time),Wed Nov 02 2022 21:24:48 GMT+0100 (Central European Standard Time),62bca87141b04f001ed64152
